"","Row_id","name","screen_size","specifications","model","price","rating","reviews"
"148",148,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 560X - 512GB SSD (Latest Model) - Silver","MR972LL/A",2799.99,4.7,116
"149",149,"Razer - Blade","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive - Black","RZ09-02385E71-R3U1",1899.99,4,1
"150",150,"ASUS -","14","Laptop - AMD Quad Core E2-6110 - 4GB Memory - 64GB eMMC Flash Memory - Dark Blue","E402WAWH21",224.99,4.3,7
"151",151,"Alienware -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 256GB Solid State Drive - Black","AW15R4-7620BLK-PUS",1849.99,4.3,32
"152",152,"Microsoft - Surface Book 2 -","15","Touch-Screen PixelSense™ Display - Intel Core i7 / 16GB / 512GB dGPU - Silver","FUX-00001",2899,4.7,60
"153",153,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 560 - 1TB SSD - Silver","MPTX2LL/A",2799.99,4.4,9
"154",154,"Alienware -","17.25","Laptop - Intel Core i9 - 16GB Memory - NVIDIA GeForce GTX 1080 OC Edition - 1TB HDD + 512GB Solid State Drive - Black","AW17R5-9191BLK-PUS",2999.99,3.7,15
"155",155,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray","14-CA020NR",249,4.5,10
"156",156,"HP OMEN -","15.6","Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive - HP sandblasted hairline brushing and carbon fiber","15-CE018DX",899.99,4.5,255
"157",157,"ASUS -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 256GB Solid State Drive - Star gray","N705UDEH76",1099.99,4.6,10
"158",158,"Acer -","15.6","Touch-Screen Chromebook - Intel Pentium - 4GB Memory - 32GB eMMC Flash Memory - Pure silver","CB515-1HT-P39B",319.99,4.5,426
"159",159,"Apple - MacBook Pro®  -","13","Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage - Space Gray","MPXW2LL/A",1799.99,4.8,682
"160",160,"HP -","14","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Snow White With A Brushed Pattern","14-CA060NR",299.99,4.5,240
"161",161,"Dell - XPS","15.6","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 512GB SSD - Silver","XPS9570-7061SLV-PUS",1918.99,1,1
"162",162,"Google - Pixelbook","12.3","Touchscreen Chromebook - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver","GA00124-US",1649,4.4,9
"163",163,"Dell - Inspiron","17.3","Laptop - Intel Core i7 - 8GB Memory - 2TB Hard Drive - Platinum Silver","I5770-7293SLV-PUS",786.99,4,4
"164",164,"Microsoft - Surface Pro –","12.3","Touch-Screen – Intel Core i7 – 16GB Memory - 512GB Solid State Drive (Fifth Generation) - Silver","FKH-00001",1999,4.7,76
"165",165,"ASUS - ZenBook Flip 2-in-1","14","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB SSD - Slate Gray","UX461UNDS74T",1247.99,5,2
"166",166,"Acer -","15.6","Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Black","AN515-53-7366",999.99,4.5,4
"167",167,"HP -","17.3","Laptop - Intel Pentium Silver - 4GB Memory - 1TB Hard Drive - HP Finish In Jet Black With A Maglia Pattern","17-BY0010NR",465.99,3.5,2
"168",168,"Microsoft - Surface Pro LTE Advanced (Unlocked) -","12.3","Touch-Screen - Intel Core i5 - 8GB Memory - 256GB SSD (Fifth Generation) - Silver","GWM-00001",1449,3.4,7
"169",169,"Dell - Inspiron 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 2TB Hard Drive - Era Gray","I7573-5104GRY-PUS",599.99,4.3,389
"170",170,"Microsoft - Surface Book 2 -","15","Touch-Screen PixelSense™ Display - Intel Core i7 / 16GB / 1TB dGPU - Silver","FVH-00001",3299,4.5,20
"171",171,"HP - Pavilion x360 2-in-1","14","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - HP Finish In Natural Silver","14-BA175NR",656.99,4.7,3
"172",172,"ASUS -","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Icicle Gold","S510UADS51",649.99,4.4,7
"173",173,"Acer - Aspire 5","15.6","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Obsidian Black","A515515398",573.99,5,1
"174",174,"HP -","15.6","Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Dark Ash Silver, Woven Texture","1NW55UT",504.57,4.5,2
"175",175,"ASUS - VivoBook","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 256GB Solid State Drive - Reaper Black","K570UDES76",1049.99,5,4
"176",176,"HP -","11.6","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black","1FX82UT",204.99,4.7,3
"177",177,"Samsung - Chromebook Pro 2-in-1","12.3","Touch-Screen Chromebook - Intel Core m3 - 4GB Memory - 64GB eMMC Flash Memory - Metallic Black","XE510C24-K04US",479.99,4.5,209
"178",178,"ASUS - Transformer Book T101HA -","10.1","- Tablet - 64GB - With Keyboard - Glacier gray","T101HAC4GR",249.99,3.9,19
"179",179,"HP -","17.3","Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - HP Sandblasted Hairline Brushing And Carbon Fiber","17-AN110NR",1160.99,5,1
"180",180,"Dell - Inspiron","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB Hard Drive + 128GB SSD - Black","BBY-G0WD5FX",1039.99,4.1,72
"181",181,"Dell - Inspiron 2-in-1","13.3","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Theoretical Gray","I5379-7923GRY-PUS",799.99,4.4,11
"182",182,"HP - x2 2-in-1","10.1","Touch-Screen Laptop - Intel Atom x5 - 2GB Memory - 32GB eMMC Flash Memory - HP finish in natural silver","10-P020NR",279.99,3.9,15
"183",183,"Acer - R 13 2-in-1","13.3","Touch-Screen Chromebook - MT8173 - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver","CB5-312T-K8Z9",399,4.4,148
"184",184,"Apple - MacBook Pro®  -","15","Display - Intel Core i7 - 16 GB Memory - 512GB Flash Storage - Silver","MPTV2LL/A",2599.99,4.8,936
"185",185,"Razer - Blade","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 512GB Solid State Drive - Black","RZ09-02386E92-R3U1",2599.99,4,7
"186",186,"Acer -","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Obsidian Black","A51551G5067",683.13,5,1
"187",187,"Apple - MacBook Pro -","13","Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD(Latest Model) - Silver","MR9V2LL/A",1999.99,4.7,96
"188",188,"Dell - Inspiron","15.6","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver","I55705644SLV",669.99,4.7,3
"189",189,"HP - Stream","14","Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Textured Linear Grooves In Infinity Purple","NAE-HP-S14-CB150NR",249.99,5,1
"190",190,"Dell -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Black","G3779-7927BLK-PUS",1053.99,3.7,3
"191",191,"HP - Stream","14","Laptop - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Textured Linear Grooves In Infinity Purple","NAE-HP-S14-CB120NR",219.99,3,5
"192",192,"ASUS - Zenbook","13.3","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX150 - 256GB Solid State Drive - Royal Blue","UX331UNWS51TBL",987.93,5,1
"193",193,"HP - Stream","14","Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Textured Linear Grooves In Aqua Blue","NAE-HP-S14-CB170NR",291.99,5,2
"194",194,"Dell - Inspiron","17.3","Laptop - Intel Core i7 - 16GB Memory - 2TB Hard Drive - Platinum Silver","I5770-7708SLV-PUS",915.99,4.5,11
"195",195,"Microsoft - Surface Book 2 -","13.5","Touch-Screen PixelSense™ Display - Intel Core i7 / 16GB / 1TB dGPU - Silver","HNN-00001",2999,4.2,13
"196",196,"Dell - Inspiron","15.6","4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB HDD + 512GB SSD - Matte Black","I7577-7289BLK-PUS",1359.99,3.8,12
"197",197,"HP -","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Dark Ash Silver, Woven Texture","1NW57UT",665.99,4.5,4
"198",198,"Dell - Inspiron","17.3","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Platinum Silver","I5770-5286SLV-PUS",725.99,5,2
"199",199,"Dell - Inspiron 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Theoretical Gray","I5579-5947GRY-PUS",719.99,3.5,13
"200",200,"ASUS - C300SA","13.3","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Light Blue","C300SADH02LB",229,4.4,43
"201",201,"Microsoft - Surface Laptop –","13.5","Touchscreen - Intel Core i7 – 16GB Memory – 512GB Solid State Drive (First Generation) - Platinum","DAL-00001",1899,4.3,10
"202",202,"Microsoft - Surface","13.5","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive (First Generation) - Graphite Gold","DAJ-00021",1299,4.6,54
"203",203,"Apple - MacBook Pro -","13","Display with Touch Bar - Intel Core i7 - 16GB Memory - 1TB SSD (Latest Model) - Space Gray","13364945",2899.99,5,1
"204",204,"HP - Stream","14","Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Textured Linear Grooves In Smoke Gray","NAE-HP-S14-CB160NR",249.99,5,2
"205",205,"ASUS - ROG Strix Scar Edition","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB SSHD + 256GB SSD - Black, Gunmetal","GL703GSDS74",1899.99,4.5,2
"206",206,"HP - Pavilion","15.6","Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Mineral Silver","15-CU0071NR",599.99,5,1
"207",207,"Acer - R 13 2-in-1","13.3","Touch-Screen Chromebook - MT8173 - 4GB Memory - 64GB eMMC Flash Memory - Sparkly Silver","CB5312TK0YQ",402.99,5,1
"208",208,"ASUS -","15.6","Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Gold","S510UNEH76",899.99,3.6,5
"209",209,"Dell - Inspiron","15.6","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX130 - 512GB SSD - Platinum Silver","I7570-7033SLV-PUS",1270.99,4,1
"210",210,"ASUS - ROG Zephyrus M","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hybrid Drive + 256GB SSD - Black","GM501GSXS74",2199.99,4,3
"211",211,"ASUS - Zenbook","15.6","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 512GB SSD - Matte black","UX550VEDB71T",1399.99,5,4
"212",212,"Dell - Inspiron","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive - Black","I7567-5000BLK-PUS",639.99,4.5,1040
"213",213,"LG - gram","15.6","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 2 x 512GB Solid State Drive - Dark Silver","15Z980-R.AAS9U1",1999.99,5,2
"214",214,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB Hard Drive + 128GB Solid State Drive - Black","GP73 LEOPARD-001",1280.99,5,1
"215",215,"MSI - GS Series STEALTH PRO","15.6","Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1060 - 512GB SSD + 1TB HDD - Aluminum black","GS63VR-STEALTH PRO-229",1799.99,2.7,6
"216",216,"HP - ENVY x360 2-in-1","15.6","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive - HP Finish In Natural Silver","15-BP175NR",848.99,1,1
"217",217,"ASUS - Flip C213SA 2-in-1","11.6","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Gray, dark gray","C213SAYS02",329.99,4.4,5
"218",218,"ASUS - ROG Strix Scar Edition","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB SSHD + 128GB SSD - Black","GL703GEES73",1261.99,4.1,7
"219",219,"Razer - Blade","14","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 512GB Solid State Drive - Black","RZ09-01953E72-R3U1",1994.99,4.3,110
"220",220,"Microsoft - Surface Laptop –","13.5","Touchscreen- Intel Core i7 – 8GB Memory – 256GB Solid State Drive (First Generation) - Platinum","DAJ-00001",1299,4.6,54
"221",221,"ASUS - VivoBook Flip TP510UA 2-in-1","15.6","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive - Star Gray","TP510UADH71T",842.99,5,3
"222",222,"Lenovo - 300e 2-in-1","11.6","Touch-Screen Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Black","81FY000SUS",298.99,5,1
"223",223,"HP - OMEN X","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 256GB Solid State Drive - Shadow black, aluminum cover finish","17-AP010NR",1830.99,4,4
"224",224,"ASUS - ZenBook Flip 2-in-1","14","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Slate Gray","UX461UADS51T",875.99,4.7,7
"225",225,"ASUS - Flip C302CA 2-in-1","12.5","Touch-Screen Chromebook - Intel Core m5 - 4GB Memory - 64GB eMMC Flash Memory - Silver","C302CADH54",633.99,5,3
"226",226,"Samsung - Galaxy Book -","12","- 128GB - With Keyboard - Black","SM-W720NTKBXAR",847.99,4.3,103
"227",227,"Dell - XPS","13.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB SSD - Silver With Black Carbon Fiber Palm Rest","XPS9370-7187SLV-PUS",1399.99,1.3,3
"228",228,"Microsoft - Surface","13.5","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive (First Generation) - Burgundy","DAJ-00041",1299,4.6,54
"229",229,"Dell - Inspiron","15.6","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - AMD Radeon 530 - 2TB Hard Drive - Platinum Silver","I5570-7487SLV-PUS",920.99,4.7,7
"230",230,"Samsung - Galaxy Book -","12","- 128GB - With Keyboard - Silver","SM-W720NZKBXAR",1129.99,4.3,103
"231",231,"Apple - MacBook Pro® -","13.3","Display - Intel Core i5 - 16GB Memory - 256GB Solid State Drive - Silver","Z0UL0000C",1699.99,5,1
"232",232,"Razer - Blade Stealth","13.3","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 256GB Solid State Drive - Black","RZ09-02393E31-R3U1",1499.99,5,1
"233",233,"Apple - MacBook Air® -","13.3","Display - Intel Core i7 - 8GB Memory - 128GB Solid State Drive - Silver","Z0UU0000S",1149.99,5,1
"234",234,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray","14-CA040NR",299.99,4.5,2
"235",235,"Acer - 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce 940MX - 1TB HDD + 128GB SSD - Steel Gray","R5571TG51A3",749.99,5,1
"236",236,"HP -","15.6","Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Dark Ash Silver, Woven Texture","1NW56UT",539.99,4,3
"237",237,"Apple - MacBook Pro® -","13","Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage - Silver","MPXY2LL/A",1799.99,4.8,682
"238",238,"HP -","14","Laptop - AMD E2-Series - 4GB Memory - AMD Radeon R2 - 500GB Hard Drive - HP Finish In Jet Black With A Maglia Texture","NAE-HP-14-CM0010NR",299.99,4,4
"239",239,"HP - Envy","17.3","Touch-Screen Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive - HP Finish In Natural Silver","17-AE110NR",1076.99,5,1
"240",240,"ASUS - ROG Zephyrus","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1080 - 512GB Solid State Drive - Metallic Black","GX501GIXS74",2753.99,4.8,4
"241",241,"HP -","15.6","Laptop - Intel Core i5 - 8GB Memory - AMD Radeon RX 560X - 1TB Hard Drive + 128GB Solid State Drive - HP Matte Finish In Shadow Black And Acid Green","15-CX0040NR",780.99,3,1
"242",242,"ASUS -","15.6","Laptop - Intel Core i7 - 8GB Memory - 1TB Hard Drive + 128GB Solid State Drive - Metal Gold","S510UADS71",796.99,4.5,2
"243",243,"Dell - Inspiron","13.3","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Platinum Silver","I7370-5732SLV-PUS",760.99,5,1
"244",244,"HP -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive + 128GB Solid State Drive - HP Sandblasted Hairline Brushing And Carbon Fiber","17-AN120NR",1339.99,5,2
"245",245,"ASUS -","17.3","Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Star Gray","N705UNES76",908.99,5,2
"246",246,"LG - gram","14","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB Solid State Drive - Dark Silver","14Z980-A.AAS7U1",1399.99,5,1
"247",247,"HP - Stream","14","Laptop - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Textured Linear Grooves In Smoke Gray","NAE-HP-S14-CB130NR",219.99,3,5
"248",248,"MSI -","17.3","4K Ultra HD Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce GTX 1080 - 1TB HDD + 1TB Solid State Drive - Aluminum Black","GT75 TITAN 4K-071",4365.99,4,7
"249",249,"Acer - Spin 1 2-in-1","11.6","Touch-Screen Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Gray","SP11132NC53M",329.99,4,4
"250",250,"Dell - Inspiron","15.6","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX130 - 1TB + 8GB Hybrid Hard Drive - Platinum Silver","I7570-7224SLV-PUS",899.99,4,1
"251",251,"HP - ProBook","15.6","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black","V1P80UT",1379.99,5,2
"252",252,"Acer - TravelMate","11.6","Laptop - Intel Celeron - 4GB Memory - 128GB Solid State Drive - Black","TMB117MC9GH",314.99,4.5,6
"253",253,"HP - Pavilion x360 2-in-1","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver And Ash Silver","15-CR0077NR",789.99,5,1
"254",254,"ASUS -","15.6","4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB HDD + 256GB SSD - Metal Gold","N580VDDS76T",1199.99,1.5,2
"255",255,"Acer - R 11 2-in-1","11.6","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - White","CB5-132T-C9KK",164.99,4.6,1435
"256",256,"HP -","15.6","Laptop - AMD E2-Series - 4GB Memory - AMD Radeon R2 - 500GB Hard Drive - HP Finish In Smoke Gray And Ash Silver","15-DB0010NR",375.99,4,2
"257",257,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 512GB SSD (Latest Model) - Silver","13364948",2599.99,4,1
"258",258,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Sky Blue","14-ak060nr",279.99,4.4,79
"259",259,"Lenovo - Yoga Book C930 2-in-1","10.8","Touch-Screen Laptop - Intel Core i5 - 4GB Memory - 256GB Solid State Drive - Iron Gray","ZA3S0058US",1049.99,5,1
"260",260,"Apple - MacBook Pro -","15","Display with Touch Bar - Intel Core i9 - 16GB Memory - AMD Radeon Pro 555X - 1TB SSD (Latest Model) - Silver","13364953",3499.99,5,1
"261",261,"ASUS -","13.3","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Icicle Gold","UX331UADS71",888.99,5,1
"262",262,"Wacom - MobileStudio Pro","13.3","Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","DTHW1320H",2199.99,5,1
"263",263,"Wacom - MobileStudio Pro","13.3","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Black","DTHW1320L",1499.99,2.5,2
"264",264,"Acer - Switch 5 2-in-1","12","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","SW5125255YD",779.99,1,1
"265",265,"Acer - Aspire 3","15.6","Laptop - Intel Core i3 - 4GB Memory - 1TB Hard Drive - Blue Stone","A31551361T",433.99,2,1
"266",266,"Dell -","11.6","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Black","CRM318083C80",224.99,2.5,2
"267",267,"Apple - Macbook® -","12","Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Latest Model) - Rose Gold","MNYN2LL/A",1599.99,4.9,54
"268",268,"HP -","14","Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - HP Finish In Snow White With A Brushed Pattern","14-CA030NR",249.99,4.5,2
"269",269,"ASUS - VivoBook 15","15.6","Laptop - Intel Core i7 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Dark Brown, Gold","X540UADB71",687.99,1,1
"270",270,"Alienware -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 128GB Solid State Drive - Silver","AW15R3-7376SLV-PUS",1799.99,4.5,256
"271",271,"Acer - Predator Helios 300","15.6","Laptop - Intel Core i7 - 16GB Memory-NVIDIA GeForce GTX 1060-1TB HD+256GB Solid State Drive - Black","G357272YF",1399.99,3,5
"272",272,"ASUS - ROG Strix GL702ZC","17.3","Laptop - AMD Ryzen 7 - 16GB Memory - AMD Radeon RX 580 - 1TB Hard Drive + 256GB SSD - Metallic Black","GL702ZCWB74",1463.99,5,3
"273",273,"ASUS - Strix GL504GS","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black","GL504GSDS74",1999.99,5,1
"274",274,"HP - Pavilion x360 2-in-1","14","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silk Gold, HP Finish In Natural Silver","14-BA110NR",702.99,3.8,6
"275",275,"HP -","14","Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - HP Finish In Chalkboard Gray","14-CA070NR",299.99,4.5,240
"276",276,"ASUS - VivoBook Flip 14 TP410UA 2-in-1","14","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 1TB + 8GB Hybrid Hard Drive - Star Gray","TP410UADS71T",799.99,5,1
"277",277,"Google - Pixelbook","12.3","Touch-Screen Chromebook - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Silver","GA00123-US",1199,4.6,45
"278",278,"Acer -","15.6","Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black","C9103916",414.99,4.5,11
"279",279,"ASUS - TUF Gaming","15.6","Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive","FX504GDRS51",799.99,4,1
"280",280,"HP -","17.3","Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Finish In Jet Black With A Maglia Pattern","17-BY0020NR",619.99,4.7,9
"281",281,"ASUS - ZenBook UX430UA","14","Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Concentric Circle Gray Metallic","UX430UADH74",1020.99,3.9,7
"282",282,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum black","MSI GS73VR-STEALTH PRO-225",1699.99,4.4,8
"283",283,"Microsoft - Surface","13.5","Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive (First Generation) - Cobalt Blue","DAJ-00061",1299,4.6,54
"284",284,"HP -","17.3","Laptop - Intel Pentium Silver - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver","17-BY0055NR",529.99,4.7,6
"285",285,"ASUS - VivoBook F542UA","15.6","Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Silver, Dark Gray","F542UADB71",749.99,4.5,2
"286",286,"Razer - Blade Pro","17.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1080 - 512GB SSD - Black","RZ09-01663E52-R3U1",3999.99,3.5,4
"287",287,"HP - ProBook","15.6","Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black","1BS00UT",1031.99,5,1
"288",288,"HP -","15.6","Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Ash Silver Vertical Brushed Pattern","15-DA0030NR",629.99,4.3,3
"289",289,"Dell - Inspiron","15.6","Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver","I55705606SLV",679.99,3.3,3
"290",290,"Lenovo - Star Wars Special Edition Rebel Alliance - Yoga 910 2-in-1","13.9","Laptop - Intel Core i7 - 8GB Memory - 256GB SSD - Silver","80VG004AUS",1039.99,4.3,30
"291",291,"ASUS - ZenBook 3 Deluxe UX490UA","14","Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Royal blue","UX490UAXH74BL",1399.99,5,1
"292",292,"ASUS - ZenBook S UX391UA","13.3","4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Deep Dive Blue","UX391UAXB74T",1443.99,5,1
"293",293,"MSI -","17.3","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black","GS73 STEALTH-012",1999.99,5,1
"294",294,"MSI -","15.6","Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive - Matte Black With Gold Diamond Cut","GS65 STEALTH THIN-051",1803.99,4.3,3
"295",295,"Apple - Macbook® -","12","Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage (Latest Model) - Silver","MNYH2LL/A",1299.99,4.8,646
